出发poiid,到达poiid,驾车距离,驾车时间,公交距离,公交时间,步行距离,步行时间
30591261,87348,55046,2686,59084,6636,59217,44011
30591261,18699418,42357,2106,NULL,NULL,49755,36651
30591261,13471383,37197,1817,41749,6358,39903,29521
30591261,10759429,38587,2041,40111,6243,NULL,NULL
30591261,84278,32693,1434,37246,4114,38353,28261
30591261,46832162,51370,2350,56609,7405,57283,42509
30591261,18307231,31064,1700,36204,6064,34198,25363
30591261,30023885,49650,2408,NULL,NULL,51024,37428
30591261,10530408,38682,1992,43871,6884,41941,30999
30591261,82064,51526,2622,55030,6300,53836,39762
30591261,84281,55377,2727,NULL,NULL,59179,43955
30591261,13097697,38806,2062,40275,6360,NULL,NULL
30591261,10522126,48357,2434,50661,5676,50650,37406
30591261,10644487,58328,2939,59864,6510,59607,44262
30591261,13253339,47074,2138,50607,5681,51155,37998
30591261,82066,33940,1694,37046,5823,NULL,NULL
30591261,10530407,37516,1955,40735,6688,NULL,NULL
30591261,87338,46280,2255,50405,5497,50378,37317
10644487,13484856,37043,2315,34473,5133,NULL,NULL
10644487,87348,7215,1099,3313,1090,2171,1602
10644487,18699418,34336,2157,NULL,NULL,38522,28668
10644487,13471383,26580,1704,21504,4398,20235,14954
10644487,10759429,38355,2329,34791,5360,NULL,NULL
10644487,84278,31003,1801,23213,2810,23157,17290
10644487,46832162,9595,987,7524,3188,6823,5107
10644487,18307231,33384,2079,31818,5031,27497,20259
10644487,30023885,35300,2137,NULL,NULL,41705,30930
10644487,10530408,25238,1754,19657,4088,18236,13438
10644487,82064,8710,1119,7106,2005,6002,4524
10644487,84281,6880,1042,NULL,NULL,1625,1168
10644487,13097697,38574,2352,34955,5477,NULL,NULL
10644487,10522126,15864,1552,11352,2493,10800,8158
10644487,30591261,59976,2842,58485,5724,59650,44234
10644487,13253339,14563,1251,11298,2498,11446,8658
10644487,82066,33708,1984,31726,4940,NULL,NULL
10644487,10530407,37284,2245,35415,5805,NULL,NULL
10644487,87338,14934,1389,11096,2314,10543,7978
10522126,13484856,26339,1979,26069,4507,NULL,NULL
10522126,87348,13907,1452,10578,2702,9565,7295
10522126,18699418,26044,1804,NULL,NULL,28549,21127
10522126,13471383,15876,1368,22233,3579,14800,11259
10522126,10759429,27651,1993,26387,4734,NULL,NULL
10522126,84278,20299,1465,14019,1964,15373,11573
10522126,46832162,10231,1116,8103,3376,7566,5754
10522126,18307231,22680,1743,21128,4117,22009,16533
10522126,30023885,27008,1784,NULL,NULL,31732,23389
10522126,10530408,14534,1418,20205,3315,12907,9779
10522126,82064,8634,1381,9437,2396,6229,4687
10522126,84281,14238,1493,NULL,NULL,9892,7536
10522126,13097697,27870,2011,26551,4851,NULL,NULL
10522126,10644487,17189,1696,11358,2516,10777,8156
10522126,30591261,49272,2501,49291,4833,50648,37435
10522126,13253339,2584,652,2101,1652,2101,1652
10522126,82066,23004,1643,23322,4314,NULL,NULL
10522126,10530407,26580,1904,27011,5179,NULL,NULL
10522126,87338,2148,574,676,529,676,529
13097697,13484856,748,246,1117,817,1117,817
13097697,87348,33804,2020,33326,5569,NULL,NULL
13097697,18699418,28328,1833,NULL,NULL,NULL,NULL
13097697,13471383,12468,1057,12210,3456,NULL,NULL
13097697,10759429,673,87,320,230,320,230
13097697,84278,11451,768,12456,3167,NULL,NULL
13097697,46832162,30128,1684,31819,6458,NULL,NULL
13097697,18307231,12099,1155,9358,3334,NULL,NULL
13097697,30023885,35621,2135,NULL,NULL,NULL,NULL
13097697,10530408,13970,1253,14832,3835,NULL,NULL
13097697,82064,30284,1956,26842,4958,NULL,NULL
13097697,84281,34135,2061,NULL,NULL,NULL,NULL
13097697,10522126,27115,1759,25872,4729,NULL,NULL
13097697,10644487,37086,2264,35074,5528,NULL,NULL
13097697,30591261,38804,1887,39738,6795,NULL,NULL
13097697,13253339,25832,1463,25818,4734,NULL,NULL
13097697,82066,4898,416,4089,1118,NULL,NULL
13097697,10530407,524,109,459,328,459,328
13097697,87338,25038,1580,25616,4550,NULL,NULL
84281,13484856,33772,2223,35030,7698,NULL,NULL
84281,87348,400,97,810,621,810,621
84281,18699418,30064,2159,NULL,NULL,37903,28179
84281,13471383,23309,1612,25016,5493,19814,14734
84281,10759429,35084,2237,35348,7925,NULL,NULL
84281,84278,27732,1709,26991,4160,22712,17006
84281,46832162,6324,895,11302,4538,5774,4405
84281,18307231,30113,1987,31965,6988,27076,20039
84281,30023885,31028,2139,NULL,NULL,41086,30441
84281,10530408,21967,1662,23169,5183,17815,13218
84281,82064,5912,977,10617,3010,5558,4240
84281,13097697,35303,2252,35512,8042,NULL,NULL
84281,10522126,12593,1451,15130,3843,9777,7493
84281,10644487,5324,1007,1158,934,1626,1198
84281,30591261,56705,2742,59571,7449,59206,43950
84281,13253339,11292,1149,15076,3848,10502,8044
84281,82066,30437,1875,32283,7505,NULL,NULL
84281,10530407,34013,2142,35972,8370,NULL,NULL
84281,87338,11619,1227,14874,3664,9520,7313
82064,13484856,30497,1950,24948,4676,NULL,NULL
82064,87348,6561,888,8301,2576,5770,4422
82064,18699418,31256,1845,NULL,NULL,33203,24638
82064,13471383,20034,1339,14934,2831,14265,10536
82064,10759429,31809,1964,25266,4903,NULL,NULL
82064,84278,24457,1436,21090,2866,17405,12887
82064,46832162,5074,647,6770,3004,6358,4782
82064,18307231,26838,1714,21882,4506,21526,15841
82064,30023885,32220,1825,NULL,NULL,36386,26900
82064,10530408,18692,1389,13086,2491,12265,9020
82064,84281,6226,831,NULL,NULL,5572,4232
82064,13097697,32028,1979,25430,5020,NULL,NULL
82064,10522126,8125,1138,9229,2549,6230,4668
82064,10644487,8559,1207,7995,1970,6000,4539
82064,30591261,53430,2469,56362,5710,53837,39776
82064,13253339,6797,827,9175,2554,6346,4814
82064,82066,27162,1602,22201,4483,NULL,NULL
82064,10530407,30738,1869,25890,5348,NULL,NULL
82064,87338,7124,905,8973,2370,5972,4482
10530408,13484856,13292,1274,12706,3169,NULL,NULL
10530408,87348,21661,1587,25252,3764,18010,13412
10530408,18699418,21509,1494,NULL,NULL,21743,16127
10530408,13471383,2475,414,2692,934,2369,1784
10530408,10759429,14604,1288,13024,3396,NULL,NULL
10530408,84278,7820,725,6605,1621,5509,4135
10530408,46832162,17985,1251,23745,4628,18575,13779
10530408,18307231,9925,1074,9640,2669,9631,7089
10530408,30023885,28802,1795,NULL,NULL,24926,18389
10530408,82064,18141,1523,12430,1921,12265,9031
10530408,84281,21992,1628,NULL,NULL,17788,13221
10530408,13097697,14823,1303,13188,3513,NULL,NULL
10530408,10522126,14972,1323,14774,3239,12935,9781
10530408,10644487,24943,1822,27000,3723,18264,13514
10530408,30591261,39154,1864,40021,5230,41942,31024
10530408,13253339,13689,1025,17744,2904,13079,9743
10530408,82066,9957,926,9959,2976,NULL,NULL
10530408,10530407,13533,1193,13648,3841,NULL,NULL
10530408,87338,12895,1139,14517,3058,12717,9631
30023885,13484856,31745,2007,NULL,NULL,NULL,NULL
30023885,87348,27850,1871,NULL,NULL,40885,30154
30023885,18699418,6263,597,NULL,NULL,16918,12432
30023885,13471383,23566,1412,NULL,NULL,23522,17296
30023885,10759429,33057,2021,NULL,NULL,NULL,NULL
30023885,84278,23688,1283,NULL,NULL,23799,17445
30023885,46832162,26181,1423,NULL,NULL,38864,28589
30023885,18307231,28433,1811,NULL,NULL,28508,21197
30023885,10530408,25051,1587,NULL,NULL,24925,18301
30023885,82064,29133,1806,NULL,NULL,36377,26848
30023885,84281,28181,1912,NULL,NULL,41212,30395
30023885,13097697,33276,2036,NULL,NULL,NULL,NULL
30023885,10522126,22958,1541,NULL,NULL,31707,23271
30023885,10644487,32415,2072,NULL,NULL,41671,30905
30023885,30591261,49297,2266,NULL,NULL,51024,37374
30023885,13253339,23247,1441,NULL,NULL,32940,24327
30023885,82066,28410,1659,NULL,NULL,NULL,NULL
30023885,10530407,31986,1926,NULL,NULL,NULL,NULL
30023885,87338,23574,1519,NULL,NULL,32163,23646
18307231,13484856,11604,1389,9689,3149,NULL,NULL
18307231,87348,31168,2074,30303,5201,27271,20253
18307231,18699418,25524,1957,NULL,NULL,25326,19047
18307231,13471383,9664,1181,7848,2321,7592,5631
18307231,10759429,12916,1403,10007,3376,NULL,NULL
18307231,84278,8815,821,9434,2664,7939,5930
18307231,46832162,27492,1738,28797,5955,27836,20620
18307231,30023885,32817,2259,NULL,NULL,28509,21309
18307231,10530408,11166,1377,9969,2847,9631,7109
18307231,82064,27648,2010,21849,4453,21526,15872
18307231,84281,31499,2115,NULL,NULL,27049,20062
18307231,13097697,13135,1418,10171,3493,NULL,NULL
18307231,10522126,24479,1810,22849,4226,22180,16558
18307231,10644487,34450,2309,32051,5160,27525,20355
18307231,30591261,29775,1726,32747,4440,34198,25405
18307231,13253339,23196,1512,22795,4231,22082,16514
18307231,82066,8269,1041,6942,2956,NULL,NULL
18307231,10530407,11845,1308,10631,3821,NULL,NULL
18307231,87338,22402,1626,22593,4047,21962,16408
46832162,13484856,29833,1653,36613,6538,NULL,NULL
46832162,87348,4827,810,5584,3063,5646,4281
46832162,18699418,26850,1460,NULL,NULL,35668,26397
46832162,13471383,19370,1042,21191,5179,20627,15308
46832162,10759429,31145,1667,36931,6765,NULL,NULL
46832162,84278,23793,1139,21307,3781,22102,16579
46832162,18307231,26174,1417,31785,6068,27888,20613
46832162,30023885,27814,1440,NULL,NULL,38851,28659
46832162,10530408,18028,1092,19343,4959,18627,13792
46832162,82064,5599,734,6627,2996,6410,4818
46832162,84281,5158,851,NULL,NULL,5973,4522
46832162,13097697,31364,1682,37095,6882,NULL,NULL
46832162,10522126,8654,881,9446,3464,7566,5741
46832162,10644487,8910,978,7332,3022,6859,5142
46832162,30591261,52766,2172,56579,6650,57316,42550
46832162,13253339,7353,579,9392,3469,8582,6546
46832162,82066,26498,1305,33866,6345,NULL,NULL
46832162,10530407,30074,1572,37555,7210,NULL,NULL
46832162,87338,7680,657,9190,3285,7309,5561
84278,13484856,14989,1029,11859,2847,NULL,NULL
84278,87348,22354,1252,21469,2861,22766,17168
84278,18699418,19161,1102,NULL,NULL,20617,15273
84278,13471383,4504,383,5122,1253,3471,2680
84278,10759429,16301,1043,12177,3074,NULL,NULL
84278,46832162,18678,916,19962,3720,22069,16562
84278,18307231,11329,793,7709,2687,7940,5950
84278,30023885,26454,1403,NULL,NULL,23800,17535
84278,10530408,5989,558,6604,1309,5509,4158
84278,82064,18834,1188,18383,2540,17405,12921
84278,84281,22685,1293,NULL,NULL,22728,17112
84278,13097697,16520,1058,12341,3191,NULL,NULL
84278,10522126,15665,988,14014,1991,15370,11512
84278,10644487,25636,1487,23217,2820,23156,17419
84278,30591261,37922,1549,35871,3208,38355,28288
84278,13253339,14382,690,13960,1996,15941,12051
84278,82066,11654,681,9112,2654,NULL,NULL
84278,10530407,15230,948,12801,3519,NULL,NULL
84278,87338,13588,804,13758,1812,15164,11370
10759429,13484856,1421,342,953,700,953,699
10759429,87348,34477,2116,33162,5452,NULL,NULL
10759429,18699418,29001,1929,NULL,NULL,NULL,NULL
10759429,13471383,13141,1153,12046,3339,NULL,NULL
10759429,84278,12124,864,12292,3050,NULL,NULL
10759429,46832162,30801,1780,31655,6341,NULL,NULL
10759429,18307231,12772,1251,9194,3217,NULL,NULL
10759429,30023885,36294,2231,NULL,NULL,NULL,NULL
10759429,10530408,14643,1349,14668,3718,NULL,NULL
10759429,82064,30957,2052,26678,4841,NULL,NULL
10759429,84281,34808,2157,NULL,NULL,NULL,NULL
10759429,13097697,673,96,320,230,320,230
10759429,10522126,27788,1852,25708,4612,NULL,NULL
10759429,10644487,37759,2351,34910,5411,NULL,NULL
10759429,30591261,39477,1987,39574,6678,NULL,NULL
10759429,13253339,26505,1554,25654,4617,NULL,NULL
10759429,82066,5571,516,3925,1001,NULL,NULL
10759429,10530407,1197,207,780,558,780,558
10759429,87338,25711,1668,25452,4433,NULL,NULL
13471383,13484856,11148,998,10666,2689,NULL,NULL
13471383,87348,23322,1526,24829,4000,20011,14872
13471383,18699418,19876,1321,NULL,NULL,20341,15066
13471383,10759429,12460,1012,10984,2916,NULL,NULL
13471383,84278,5676,449,6182,1857,3471,2602
13471383,46832162,19646,1190,22491,5462,20576,15239
13471383,18307231,7781,798,7600,2129,7592,5556
13471383,30023885,27169,1622,NULL,NULL,23524,17328
13471383,10530408,2605,465,2910,1035,2370,1728
13471383,82064,19802,1462,14790,2191,14266,10491
13471383,84281,23653,1567,NULL,NULL,19789,14681
13471383,13097697,12679,1027,11148,3033,NULL,NULL
13471383,10522126,16633,1262,17375,3135,14993,11223
13471383,10644487,26604,1761,26577,3959,20264,14974
13471383,30591261,37521,1691,37981,4780,39904,29491
13471383,13253339,15350,964,17321,3140,14895,11179
13471383,82066,7813,650,7919,2496,NULL,NULL
13471383,10530407,11389,917,11608,3361,NULL,NULL
13471383,87338,14556,1078,17119,2956,14775,11073
18699418,13484856,31733,2093,NULL,NULL,NULL,NULL
18699418,87348,31158,2013,NULL,NULL,37703,27877
18699418,13471383,21249,1446,NULL,NULL,20340,15019
18699418,10759429,30740,2055,NULL,NULL,NULL,NULL
18699418,84278,21371,1317,NULL,NULL,20617,15168
18699418,46832162,29489,1565,NULL,NULL,35682,26312
18699418,18307231,26116,1845,NULL,NULL,25326,18920
18699418,30023885,11991,960,NULL,NULL,16917,12411
18699418,10530408,22734,1621,NULL,NULL,21743,16024
18699418,82064,32441,1948,NULL,NULL,33195,24571
18699418,84281,31489,2054,NULL,NULL,38030,28118
18699418,13097697,30959,2070,NULL,NULL,NULL,NULL
18699418,10522126,26266,1683,NULL,NULL,28525,20994
18699418,10644487,35723,2214,NULL,NULL,38489,28628
18699418,30591261,47621,2194,NULL,NULL,49755,36579
18699418,13253339,26555,1583,NULL,NULL,29758,22050
18699418,82066,26093,1693,NULL,NULL,NULL,NULL
18699418,10530407,29669,1960,NULL,NULL,NULL,NULL
18699418,87338,26882,1661,NULL,NULL,28981,21369
87348,13484856,33904,2292,32705,5214,NULL,NULL
87348,18699418,30292,2216,NULL,NULL,37759,28040
87348,13471383,23441,1681,23741,5237,19965,14821
87348,10759429,35216,2306,33023,5441,NULL,NULL
87348,84278,27864,1778,21445,2891,22761,17064
87348,46832162,5494,1055,6384,3537,5630,4266
87348,18307231,30245,2056,30050,5112,27227,20126
87348,30023885,31256,2196,NULL,NULL,40942,30302
87348,10530408,22099,1731,21894,4927,17966,13305
87348,82064,6140,1034,7826,2188,5709,4327
87348,84281,343,80,617,463,617,463
87348,13097697,35435,2321,33187,5558,NULL,NULL
87348,10522126,12725,1520,9584,2574,9633,7354
87348,10644487,5552,1064,1072,858,1986,1441
87348,30591261,56837,2811,56717,5805,59255,44008
87348,13253339,11424,1218,9530,2579,10359,7905
87348,82066,30569,1944,29958,5021,NULL,NULL
87348,10530407,34145,2211,33647,5886,NULL,NULL
87348,87338,11751,1296,9328,2395,9376,7174
13484856,87348,33730,2080,32844,5228,NULL,NULL
13484856,18699418,28254,1893,NULL,NULL,NULL,NULL
13484856,13471383,12394,1117,11728,3115,NULL,NULL
13484856,10759429,1393,346,953,702,953,702
13484856,84278,11377,828,11974,2826,NULL,NULL
13484856,46832162,30054,1744,31337,6117,NULL,NULL
13484856,18307231,12025,1215,8876,2993,NULL,NULL
13484856,30023885,35547,2195,NULL,NULL,NULL,NULL
13484856,10530408,13896,1313,14350,3494,NULL,NULL
13484856,82064,30210,2016,26360,4617,NULL,NULL
13484856,84281,34061,2121,NULL,NULL,NULL,NULL
13484856,13097697,721,258,1117,820,1117,820
13484856,10522126,27041,1816,25390,4388,NULL,NULL
13484856,10644487,37012,2315,34592,5187,NULL,NULL
13484856,30591261,38730,1951,39256,6454,NULL,NULL
13484856,13253339,25758,1518,25336,4393,NULL,NULL
13484856,82066,4824,480,3607,777,NULL,NULL
13484856,10530407,279,115,1342,989,1342,990
13484856,87338,24964,1632,25134,4209,NULL,NULL
78735,24647290,4206,930,4176,2568,3283,2815
78735,15051295,2350,589,705,553,705,553
78735,15051196,1657,415,518,442,518,442
78735,13382850,1198,266,898,689,898,689
78735,13382865,6112,767,5942,1639,5103,3787
78735,15053100,1830,380,1661,1183,1661,1183
78735,13164424,904,203,961,764,961,764
78735,23026245,2406,608,761,592,761,592
78735,13382861,1983,498,687,554,687,554
78735,87067,2314,573,669,530,669,530
78735,87066,1852,508,1015,785,1015,784
78735,87073,1890,507,346,314,346,314
78735,86960,1094,237,870,664,870,664
78735,15051340,5601,1244,4141,3094,3630,3234
78735,10523060,1931,448,1300,979,1300,979
78735,78734,967,215,896,692,896,692
78735,78736,1207,278,862,659,862,659
78735,13382829,2190,410,1868,1325,1868,1325
78735,87069,1934,480,1766,1412,1766,1412
87069,24647290,3852,790,4155,2532,2890,2560
87069,15051295,2008,602,1061,874,1061,874
87069,15051196,2043,603,1373,1091,1373,1092
87069,13382850,1348,388,1822,914,1503,1184
87069,13382865,7244,1186,6029,1433,5783,4265
87069,15053100,1422,205,1355,991,1355,992
87069,13164424,2857,716,1569,816,1199,927
87069,23026245,2064,621,1089,887,1089,888
87069,13382861,1323,468,1472,726,1081,821
87069,87067,1972,586,1095,899,1095,899
87069,87066,642,221,789,613,789,613
87069,87073,2108,646,1856,1112,1419,1168
87069,86960,1244,359,1718,834,1399,1104
87069,15051340,5247,1104,4429,2800,3237,2979
87069,10523060,1945,580,2157,1008,1705,1326
87069,78734,2920,728,1460,713,1090,824
87069,78736,727,208,904,737,904,737
87069,13382829,1329,204,1475,1066,1475,1066
87069,78735,1953,514,2202,1463,1766,1520
13382829,24647290,2448,594,1432,1503,1432,1503
13382829,15051295,2025,507,1163,1003,1163,1003
13382829,15051196,2093,452,1475,1221,1475,1221
13382829,13382850,1941,398,1907,687,1606,1315
13382829,13382865,8036,1113,7092,1743,6312,4740
13382829,15053100,407,67,207,163,207,163
13382829,13164424,3160,630,2738,1173,1842,1450
13382829,23026245,2081,526,1192,1017,1192,1017
13382829,13382861,1877,369,2641,1083,1554,1218
13382829,87067,1989,491,1198,1028,1198,1028
13382829,87066,1682,421,2171,867,1411,1119
13382829,87073,2125,551,1521,1297,1521,1297
13382829,86960,1837,369,1803,607,1502,1235
13382829,15051340,3843,908,1779,1922,1779,1922
13382829,10523060,2137,476,2586,950,1807,1457
13382829,78734,3223,642,2629,1070,1733,1347
13382829,78736,1176,301,1007,866,1007,866
13382829,87069,1325,222,1475,1266,1475,1266
13382829,78735,2256,428,1868,1649,1868,1649
78736,24647290,3975,914,3492,1905,2422,2156
78736,15051295,795,245,157,137,157,137
78736,15051196,830,246,469,355,469,355
78736,13382850,991,264,639,479,639,479
78736,13382865,7135,1156,5986,1173,5306,3874
78736,15053100,1318,292,800,524,800,524
78736,13164424,2508,614,887,668,887,668
78736,23026245,851,264,185,151,185,151
78736,13382861,614,163,544,400,544,400
78736,87067,759,229,191,162,191,162
78736,87066,1635,557,519,374,519,374
78736,87073,895,289,515,431,515,431
78736,86960,968,258,554,413,554,413
78736,15051340,5370,1228,3666,2279,2769,2575
78736,10523060,1725,445,859,635,859,635
78736,78734,2571,626,786,578,786,578
78736,13382829,1683,357,1007,666,1007,666
78736,87069,1717,529,904,753,904,753
78736,78735,1604,412,862,783,862,783
78734,24647290,5173,1116,4233,2094,3148,2733
78734,15051295,2767,658,656,557,656,557
78734,15051196,2624,601,561,509,561,509
78734,13382850,2165,452,1594,700,874,703
78734,13382865,7079,953,4817,994,4695,3438
78734,15053100,2797,566,2029,998,1587,1149
78734,13164424,63,11,275,196,275,196
78734,23026245,2823,677,726,596,726,596
78734,13382861,2950,684,210,171,210,171
78734,87067,2731,641,634,536,634,536
78734,87066,2819,694,301,226,301,226
78734,87073,2857,693,550,511,550,511
78734,86960,2061,423,1490,620,846,678
78734,15051340,6568,1430,4407,2468,3495,3152
78734,10523060,2898,634,1929,768,1276,993
78734,78736,2174,464,1289,537,785,653
78734,13382829,3157,596,2246,1083,1733,1239
78734,87069,2901,666,1090,934,1090,934
78734,78735,967,186,896,861,896,861
10523060,24647290,4097,1002,3366,2039,2584,2270
10523060,15051295,1321,408,885,665,885,664
10523060,15051196,1178,351,740,549,740,549
10523060,13382850,905,272,476,359,476,359
10523060,13382865,7118,1009,6673,1465,5389,3937
10523060,15053100,1721,449,2011,778,1600,1108
10523060,13164424,2422,621,2345,879,1341,993
10523060,23026245,1377,427,941,704,941,703
10523060,13382861,1504,434,1844,759,1067,781
10523060,87067,1285,391,849,639,849,639
10523060,87066,1658,591,1752,649,1245,972
10523060,87073,1411,443,921,724,921,724
10523060,86960,940,283,506,377,506,376
10523060,15051340,5492,1316,3540,2413,2758,2644
10523060,78734,2485,633,1867,759,1276,921
10523060,78736,1006,362,957,547,859,628
10523060,13382829,2081,482,2145,883,1807,1250
10523060,87069,1740,563,1803,1254,1705,1335
10523060,78735,1518,419,1268,1077,1268,1076
15051340,24647290,3907,742,332,297,332,297
15051340,15051295,3825,648,5433,2395,2925,2463
