出发poiid,到达poiid,驾车距离,驾车时间,公交距离,公交时间,步行距离,步行时间
82826,13253197,88473,4890,NULL,NULL,77733,58964
82826,82922,78694,4391,NULL,NULL,75443,57877
82826,75771,88198,4638,NULL,NULL,79217,61207
65183916,75752,39682,3154,NULL,NULL,35751,30423
65183916,10558747,56289,3574,NULL,NULL,41458,32658
65183916,97472,189704,11200,NULL,NULL,190708,208086
65183916,56376237,58543,3599,NULL,NULL,40973,32976
65183916,82826,105398,4980,NULL,NULL,85600,71494
65183916,82827,141512,7136,NULL,NULL,113938,95598
65183916,10519425,33946,2385,NULL,NULL,22858,17414
65183916,91606,59368,3756,NULL,NULL,40999,32936
65183916,81730,48682,3627,NULL,NULL,33920,28911
65183916,97421,37635,2799,NULL,NULL,26609,20897
65183916,97477,42741,3191,NULL,NULL,34143,26789
65183916,82527,31371,2968,NULL,NULL,26715,20944
65183916,10519520,191581,11465,NULL,NULL,304061,274201
65183916,126080420,141389,7125,NULL,NULL,113836,95517
65183916,75764,40012,3093,NULL,NULL,28051,22008
65183916,81715,30163,2194,NULL,NULL,24338,16557
65183916,13253197,31646,3237,NULL,NULL,25865,19759
65183916,82922,33132,3069,NULL,NULL,28386,22454
65183916,75771,31371,2968,NULL,NULL,26533,20782
56376237,75752,23791,2158,NULL,NULL,21052,17417
56376237,10558747,5235,647,NULL,NULL,5261,4741
56376237,97472,193080,10951,NULL,NULL,197601,215886
56376237,65183916,60092,3661,NULL,NULL,40948,32804
56376237,82826,84739,4028,NULL,NULL,77396,63293
56376237,82827,120853,6184,NULL,NULL,105734,87397
56376237,10519425,22529,1724,NULL,NULL,18716,15715
56376237,91606,1113,161,NULL,NULL,1907,2338
56376237,81730,30856,2938,NULL,NULL,32016,25389
56376237,97421,19747,1680,NULL,NULL,14367,12038
56376237,97477,14772,1438,NULL,NULL,10211,8707
56376237,82527,27140,2804,NULL,NULL,21031,18264
56376237,10519520,194957,11216,NULL,NULL,358948,342610
56376237,126080420,120730,6173,NULL,NULL,105632,87316
56376237,75764,18626,1730,NULL,NULL,15296,13020
56376237,81715,35951,2502,NULL,NULL,28304,21869
56376237,13253197,24831,2659,NULL,NULL,17526,13887
56376237,82922,23446,2383,NULL,NULL,17217,15516
56376237,75771,27140,2804,NULL,NULL,20849,18102
97472,75752,148005,6724,NULL,NULL,187586,207012
97472,10558747,156299,6742,NULL,NULL,203929,219577
97472,56376237,156926,6930,NULL,NULL,197243,216686
97472,65183916,182762,7974,NULL,NULL,190723,209476
97472,82826,84556,4271,NULL,NULL,157954,184266
97472,82827,74235,4997,NULL,NULL,130653,159089
97472,10519425,162910,7069,NULL,NULL,198969,216658
97472,91606,158594,6918,NULL,NULL,199404,218365
97472,81730,154011,7395,NULL,NULL,172436,196216
97472,97421,160128,7016,NULL,NULL,196651,213486
97472,97477,155153,6838,NULL,NULL,198066,214384
97472,82527,162749,7564,NULL,NULL,197464,215807
97472,10519520,7752,992,NULL,NULL,379629,393722
97472,126080420,74111,4985,NULL,NULL,130551,159008
97472,75764,159007,7091,NULL,NULL,194026,212788
97472,81715,158621,6809,NULL,NULL,195939,212057
97472,13253197,163024,7816,NULL,NULL,195798,213402
97472,82922,153245,7317,NULL,NULL,193508,212315
97472,75771,162749,7564,NULL,NULL,197282,215645
10558747,75752,20406,1893,NULL,NULL,21535,17127
10558747,97472,156112,6855,NULL,NULL,204294,218610
10558747,56376237,5627,775,NULL,NULL,5260,4818
10558747,65183916,57838,3528,NULL,NULL,41431,32514
10558747,82826,81354,3767,NULL,NULL,85863,65949
10558747,82827,117468,5923,NULL,NULL,114201,90053
10558747,10519425,19144,1459,NULL,NULL,19199,15425
10558747,91606,4171,559,NULL,NULL,4391,3859
10558747,81730,27471,2673,NULL,NULL,32499,25099
10558747,97421,16362,1415,NULL,NULL,14850,11748
10558747,97477,11387,1173,NULL,NULL,9151,7445
10558747,82527,23755,2539,NULL,NULL,21514,17974
10558747,10519520,195483,11708,NULL,NULL,367415,345266
10558747,126080420,117345,5912,NULL,NULL,114099,89972
10558747,75764,15241,1465,NULL,NULL,15779,12730
10558747,81715,33696,2370,NULL,NULL,28787,21579
10558747,13253197,21446,2394,NULL,NULL,18009,13597
10558747,82922,20061,2118,NULL,NULL,17700,15226
10558747,75771,23755,2539,NULL,NULL,21332,17812
75752,10558747,20741,2252,NULL,NULL,21538,16960
75752,97472,178460,11382,NULL,NULL,187954,205868
75752,56376237,24729,2591,NULL,NULL,21053,17278
75752,65183916,41497,3264,NULL,NULL,35771,30109
75752,82826,73026,4090,NULL,NULL,69523,53207
75752,82827,109140,6246,NULL,NULL,97861,77311
75752,10519425,15839,2454,NULL,NULL,18603,14555
75752,91606,23036,2435,NULL,NULL,21079,17238
75752,81730,15777,2526,NULL,NULL,15847,12172
75752,97421,24569,2534,NULL,NULL,14254,10878
75752,97477,19594,2292,NULL,NULL,15669,11776
75752,82527,7566,1068,NULL,NULL,15073,13190
75752,10519520,180337,11647,NULL,NULL,351075,332524
75752,126080420,109017,6235,NULL,NULL,97759,77230
75752,75764,13649,1886,NULL,NULL,11635,10171
75752,81715,20336,2081,NULL,NULL,23525,18297
75752,13253197,11638,1921,NULL,NULL,13407,10785
75752,82922,12318,1672,NULL,NULL,11117,9698
75752,75771,7566,1068,NULL,NULL,14891,13028
94753,137385400,8651,1053,9830,2542,7563,5848
94753,94768,3399,498,3591,1368,2850,2103
94753,94734,3066,467,2766,1103,2673,2097
94753,82361,3913,545,5000,1768,4100,3161
94753,136250181,2944,555,4787,1313,2945,2281
94753,137402229,31230,3200,22218,4751,19858,15091
94753,137139021,5603,587,4131,1425,3763,2858
94753,27409245,6951,1249,7430,1886,6763,5245
94753,10547863,7882,977,6308,1943,5385,4048
94753,80522,5425,609,4822,1959,4215,3214
94753,94767,9180,915,NULL,NULL,7898,5943
94753,41202178,4394,702,4359,1385,3284,2536
94753,94732,7922,1056,5492,1627,5216,4017
94753,99083,4660,623,7117,2097,3919,2955
94753,82360,12242,1802,12276,3090,12511,9602
94753,80712,4348,557,4068,1639,3445,2572
94753,80523,10895,1370,12777,3502,9140,6915
94753,80524,8076,1108,5951,1966,5881,4519
94753,80521,1799,266,1830,889,1391,1031
80521,137385400,8376,1024,9489,2015,7079,5509
80521,94768,2420,325,2467,957,2452,1898
80521,94734,2791,438,2904,805,2396,1872
80521,82361,3638,516,4731,1392,3640,2817
80521,136250181,2668,526,3078,916,2668,2056
80521,137402229,21043,3221,22373,5121,19581,14866
80521,137139021,6952,760,5889,1870,5159,3867
80521,27409245,6676,1220,8079,1962,6486,5020
80521,10547863,6850,791,5226,1644,4933,3751
80521,80522,6774,782,6343,2187,5611,4223
80521,94767,10529,1088,NULL,NULL,9294,6952
80521,41202178,3879,637,3290,1081,3239,2524
80521,94732,6901,1287,7512,1888,5315,4126
80521,99083,3039,400,5110,1910,2751,2094
80521,82360,11210,1616,11319,2926,12375,9526
80521,80712,5697,730,6474,2098,4688,3508
80521,80523,12244,1543,13183,3055,10345,7823
80521,80524,9425,1281,8071,2325,6697,5118
80521,94753,1349,172,1770,844,1396,1009
80524,137385400,12139,2194,10732,3060,9666,7474
80524,94768,11103,1433,8798,2595,8499,6430
80524,94734,6573,1397,6007,1913,4552,3483
80524,82361,8475,1631,11423,2621,6205,4730
80524,136250181,5766,1329,6541,2057,4218,3232
80524,137402229,18697,3591,17962,4098,17622,13289
80524,137139021,3738,665,2647,1155,2341,1820
80524,27409245,8060,1977,7383,2253,6488,5042
80524,10547863,14415,2023,11515,3170,11034,8375
80524,80522,3480,623,3101,1472,2761,2045
80524,94767,10403,1396,NULL,NULL,9048,6760
80524,41202178,9376,1637,10034,2996,8913,6845
80524,94732,1831,493,1222,928,1222,928
80524,99083,10389,1720,9554,2890,7717,5908
80524,82360,19946,2736,17485,4317,18140,13911
80524,80712,8529,1389,8721,2776,8431,6416
80524,80523,14966,2221,19262,3903,14142,10760
80524,80521,7528,1364,7874,2387,6692,5144
80524,94753,7003,1273,5684,2000,5881,4495
80523,137385400,18310,2074,21295,4500,16702,12659
80523,94768,10417,1298,9503,2769,8103,6114
80523,94734,11879,1660,13914,3208,11580,8741
80523,82361,12726,1738,17170,3653,13239,9972
80523,136250181,11757,1748,14059,3280,11852,8925
80523,137402229,38499,4082,35710,6236,28765,21735
80523,137139021,12872,1470,17819,3414,12025,9010
80523,27409245,15764,2442,18651,4051,15670,11889
80523,10547863,7772,1029,7903,2347,7923,5900
80523,80522,11778,1512,13714,3928,12476,9366
80523,94767,12022,1431,NULL,NULL,16240,12133
80523,41202178,7743,1266,8737,2486,7377,5547
80523,94732,14275,1959,18883,3458,13477,10169
80523,99083,13204,1641,14881,3772,12343,9399
80523,82360,10147,1446,12366,3434,9884,7458
80523,80712,6677,1034,7622,2825,7173,5402
80523,80524,15345,1991,19442,3895,14142,10671
80523,80521,9871,1317,13588,3186,10344,7738
80523,94753,8813,1192,12788,3122,9139,6811
80712,137385400,12374,1565,14889,3454,11008,8425
80712,94768,4538,722,5005,1731,3400,2619
80712,94734,6789,979,10074,2355,5886,4507
80712,82361,7636,1057,11891,3027,7545,5738
80712,136250181,6667,1067,10713,2552,6158,4691
80712,137402229,33564,3577,30448,5681,23071,17501
80712,137139021,7937,964,7876,2566,6314,4781
80712,27409245,10674,1761,14459,3149,9976,7655
80712,10547863,7660,1032,7640,2293,5865,4494
80712,80522,7759,986,8270,2794,6765,5137
80712,94767,10120,1119,NULL,NULL,10448,7866
80712,41202178,2654,583,2923,1329,2673,2121
80712,94732,10256,1433,8566,2764,7766,5940
80712,99083,7363,975,10691,3236,7012,5314
80712,82360,12112,1917,12860,3564,11797,9060
80712,80523,8223,1212,7737,2716,7161,5435
80712,80524,10410,1485,9025,3103,8431,6442
80712,80521,4781,636,6898,1877,4688,3531
80712,94753,3723,511,6098,1817,3445,2577
82360,137385400,16818,2132,18729,4005,16373,12302
82360,94768,9142,1341,10075,2719,9984,7494
82360,94734,13731,1932,13730,2942,14596,11097
82360,82361,14768,1943,15449,3831,15421,11596
82360,136250181,13686,2019,13590,2850,14868,11281
82360,137402229,31935,4357,32599,6023,30214,22749
82360,137139021,18066,2175,15617,3747,15983,12072
82360,27409245,17833,2574,18424,3986,18435,13931
82360,10547863,6497,1123,7045,1921,7747,5790
82360,80522,16839,2213,16308,4281,16435,12428
82360,94767,19158,2260,NULL,NULL,20118,15157
82360,41202178,10192,1584,10310,3011,9675,7273
82360,94732,19336,2660,16978,3949,17436,13231
82360,99083,11929,1685,15170,4048,13598,10216
82360,80712,13119,1801,12975,3643,11886,8958
82360,80523,9199,1332,10275,3017,9617,7237
82360,80524,19490,2712,17437,4288,18101,13733
82360,80521,11195,1548,11409,2987,12378,9353
82360,94753,11414,1603,12525,3074,12513,9424
99083,137385400,7096,874,7100,2056,5250,3985
99083,94768,3732,536,8466,2930,4437,3393
99083,94734,4473,685,4012,1402,3379,2553
99083,82361,3563,468,4103,1375,2688,2035
99083,136250181,4675,820,4986,1726,3574,2681
99083,137402229,19763,3071,22243,5371,17994,13609
99083,137139021,9233,1063,7871,2408,6679,5099
99083,27409245,6628,1099,8734,2308,5702,4370
99083,10547863,7026,967,6289,2421,6738,4983
99083,80522,9055,1085,8920,3087,7370,5633
99083,94767,12810,1391,NULL,NULL,11027,8427
99083,41202178,5191,848,11778,2908,5224,4019
99083,94732,11552,1532,9143,2521,6336,4839
99083,82360,11963,1777,15872,4522,13606,10295
99083,80712,7087,1005,12871,3672,7011,5256
99083,80523,12028,1698,16072,3920,12352,9440
99083,80524,11706,1584,9602,2860,7718,5831
99083,80521,2513,381,5685,1792,2752,2059
99083,94753,3630,475,6781,2150,3919,2893
94732,137385400,9115,1693,11626,3013,8031,6231
94732,94768,8120,1558,8468,2359,7834,5881
94732,94734,4761,1172,3120,1314,3170,2409
94732,82361,5258,1235,11093,2385,4570,3487
94732,136250181,3740,1054,2997,1222,2836,2158
94732,137402229,23169,2847,17503,3727,16453,12412
94732,137139021,3268,620,2317,943,1719,1331
94732,27409245,4853,1377,7067,1981,4853,3799
94732,10547863,12550,2024,9756,2050,10071,7696
94732,80522,3010,578,2771,1260,2379,1814
94732,94767,9933,1351,NULL,NULL,8418,6307
94732,41202178,8906,1592,12128,2646,8248,6296
94732,99083,8739,1633,9224,2654,6335,4834
94732,82360,18005,2823,17155,4081,17475,13362
94732,80712,8059,1344,8383,2540,7766,5867
94732,80523,14496,2176,18698,3445,13477,10211
94732,80524,1831,521,1222,898,1222,898
94732,80521,5878,1276,7553,2060,5310,4070
94732,94753,6533,1228,5354,1764,5216,3946
41202178,137385400,10481,1407,12631,2817,10302,7838
41202178,94768,2138,406,1012,770,1012,770
41202178,94734,6220,972,6046,1607,5461,4255
41202178,82361,7067,1050,7873,2194,6653,5225
41202178,136250181,6097,1060,6220,1718,5733,4439
41202178,137402229,34111,3679,29202,5448,22646,17249
41202178,137139021,8484,1066,8726,2120,6754,5154
41202178,27409245,11640,1735,12634,2636,9551,7403
41202178,10547863,5278,683,4421,1606,3457,2602
41202178,80522,8306,1088,11653,2887,7206,5510
41202178,94767,11763,1240,NULL,NULL,10889,8239
41202178,94732,10803,1535,9580,2655,8207,6313
41202178,99083,5269,806,9742,2719,5227,4037
41202178,82360,9638,1508,10531,2972,9673,7447
41202178,80712,2904,584,3611,1559,2674,2091
41202178,80523,8993,1400,8878,2967,7377,5646
41202178,80524,10957,1587,10039,2994,8872,6815
41202178,80521,3607,588,3424,1014,3243,2511
41202178,94753,3486,626,4522,1275,3284,2506
94767,137385400,15312,1945,NULL,NULL,14846,11288
94767,94768,11163,1267,NULL,NULL,11067,8270
94767,94734,8885,1316,NULL,NULL,9099,6893
94767,82361,10574,1437,NULL,NULL,11345,8510
94767,136250181,8538,1253,NULL,NULL,9171,6876
94767,137402229,30637,3313,NULL,NULL,25415,19171
94767,137139021,6454,782,NULL,NULL,7448,5529
94767,27409245,15285,2154,NULL,NULL,12344,9404
94767,10547863,15646,1745,NULL,NULL,13602,10215
94767,80522,8600,975,NULL,NULL,7670,5610
94767,41202178,10730,1457,NULL,NULL,11481,8685
94767,94732,8653,1199,NULL,NULL,8969,6753
94767,99083,11743,1540,NULL,NULL,11579,8875
94767,82360,20006,2570,NULL,NULL,20708,15751
94767,80712,9883,1209,NULL,NULL,10999,8256
94767,80523,16320,2041,NULL,NULL,16710,12600
94767,80524,8807,1251,NULL,NULL,9599,7149
94767,80521,8882,1184,NULL,NULL,9840,7366
94767,94753,9207,1023,NULL,NULL,8449,6335
80522,137385400,10480,1801,10036,2962,9489,7471
80522,94768,8077,898,7762,2300,6833,5176
80522,94734,4914,1003,5429,1517,4204,3308
80522,82361,7485,1156,10030,2618,6044,4691
80522,136250181,4107,936,4584,1539,3870,3057
80522,137402229,24876,2774,19765,4152,18949,14343
80522,137139021,746,158,1069,499,882,713
80522,27409245,6218,1485,6389,1693,6311,5039
80522,10547863,11707,1534,11418,2546,9368,7121
80522,94767,7377,861,NULL,NULL,7118,5240
80522,41202178,7641,1176,9227,2756,7247,5591
80522,94732,3047,589,3040,984,2379,1894
80522,99083,8654,1259,9885,2791,7369,5733
80522,82360,16920,2201,16449,4022,16474,12657
80522,80712,6794,928,7696,2238,6765,5162
80522,80523,13231,1760,13833,3852,12476,9506
80522,80524,3201,641,3499,1323,2760,2076
80522,80521,5793,903,6155,1857,5606,4272
80522,94753,6121,654,4648,1705,4215,3241
10547863,137385400,10741,1270,13741,3095,10566,7989
10547863,94768,2944,356,3069,980,3041,2275
10547863,94734,7612,946,7268,1547,7151,5467
10547863,82361,8570,958,9173,2050,8172,6296
10547863,136250181,7489,1034,7128,1455,7423,5651
10547863,137402229,36447,3819,26137,4628,24024,18141
10547863,137139021,10820,1206,9343,2366,8917,6686
10547863,27409245,11635,1589,11950,2478,11241,8615
10547863,80522,10642,1228,11880,2819,9369,7042
10547863,94767,12960,1274,NULL,NULL,13052,9771
10547863,41202178,3994,599,3631,1212,3356,2499
10547863,94732,13139,1675,9746,2109,10070,7721
10547863,99083,5731,700,6239,2333,6729,5009
10547863,82360,8280,1231,7354,2185,7732,5909
10547863,80712,5722,856,7257,2040,5865,4455
10547863,80523,8631,1236,8225,2668,7941,6001
10547863,80524,13293,1727,11163,2907,11035,8347
10547863,80521,4896,575,5051,1264,4933,3723
10547863,94753,5217,618,6251,1693,5385,3995
27409245,137385400,4208,842,4346,973,3791,2962
27409245,94768,9881,1437,10051,2618,8710,6646
27409245,94734,5845,1104,5826,1407,4075,3062
27409245,82361,4240,750,3803,1046,3322,2487
27409245,136250181,4876,1180,4091,1337,3833,2871
27409245,137402229,14101,2386,13383,3088,13144,9882
27409245,137139021,5919,1303,6107,1582,5621,4421
27409245,10547863,13428,1833,12096,2776,11191,8499
27409245,80522,6181,1356,6561,1899,6312,4955
27409245,94767,13156,2113,NULL,NULL,11793,8942
27409245,41202178,11340,1749,11443,2738,9497,7272
27409245,94732,4675,1270,5725,1891,4854,3817
27409245,99083,6572,1051,6503,2246,5702,4347
27409245,82360,19126,2709,19564,4806,18442,13971
27409245,80712,12063,1753,11436,2909,9961,7501
27409245,80523,18610,2566,18970,4169,15656,11844
27409245,80524,6506,1791,7631,2360,6620,5008
27409245,80521,7875,1211,8663,2221,6430,4873
27409245,94753,9207,1314,7403,1880,6748,5096
137139021,137385400,9946,1674,9327,2563,8798,6896
137139021,94768,6690,929,6931,1920,6382,4756
137139021,94734,4380,877,4720,1282,3513,2733
137139021,82361,6951,1029,9532,1943,5353,4116
137139021,136250181,3573,809,4612,1449,3179,2482
137139021,137402229,25089,2783,18912,3933,18215,13772
137139021,27409245,5684,1358,5680,1308,5620,4464
137139021,10547863,11173,1407,9646,2495,8917,6701
137139021,80522,790,178,882,671,882,671
137139021,94767,9579,1004,NULL,NULL,6897,5119
137139021,41202178,7107,1049,7696,2230,6796,5171
137139021,94732,3259,597,2188,765,1719,1370
137139021,99083,8120,1132,8297,2165,6678,5158
137139021,82360,15533,2232,15593,3639,16023,12237
137139021,80712,6260,801,6960,2017,6314,4742
137139021,80523,12697,1633,17666,3412,12025,9086
137139021,80524,3413,649,2647,1104,2341,1820
137139021,80521,5259,776,5445,1622,5155,3852
137139021,94753,4734,685,3807,1326,3764,2821
137402229,137385400,16109,2391,21651,4516,14752,11193
137402229,94768,32971,3231,24792,5244,21898,16635
137402229,94734,20310,3054,19788,4057,17264,13051
137402229,82361,17769,2689,18656,4841,16531,12490
137402229,136250181,18361,3392,19665,3965,17021,12860
137402229,137139021,24435,2539,19141,4172,18338,13782
137402229,27409245,14020,2476,14047,3513,13361,10093
137402229,10547863,27708,3500,26140,4659,24034,18133
137402229,80522,24177,2497,19576,4533,19002,14268
137402229,94767,30423,4047,NULL,NULL,24931,18717
137402229,41202178,33143,3409,29166,5509,22685,17261
137402229,94732,22903,2563,17938,3938,16515,12406
137402229,99083,20411,2971,24711,5382,17996,13633
137402229,82360,41814,4534,35026,6347,30261,22861
137402229,80712,32011,3219,25110,5948,23150,17490
137402229,80523,38448,4051,35737,6308,28845,21833
137402229,80524,23373,2653,18257,4327,17689,13248
137402229,80521,32073,3112,22948,4801,19618,14862
137402229,94753,31015,2987,22244,5029,19937,15085
136250181,137385400,7882,1174,7262,1733,5962,4583
136250181,94768,5461,938,5983,1858,4943,3827
136250181,94734,2102,552,407,310,407,310
136250181,82361,2844,633,2504,1110,2382,1796
136250181,137402229,17742,3242,19387,3876,16954,12839
136250181,137139021,4559,821,4758,1440,3179,2474
136250181,27409245,3908,1015,4584,1235,3859,2993
136250181,10547863,9891,1404,7168,1531,7424,5680
136250181,80522,4173,899,5582,1653,3870,3008
136250181,94767,9744,1395,NULL,NULL,8620,6446
136250181,41202178,6765,1216,6803,1932,5730,4453
136250181,94732,3574,1014,2995,1357,2836,2214
136250181,99083,4452,830,4511,1725,3573,2735
136250181,82360,14251,2229,15171,3042,14866,11455
136250181,80712,6718,1072,8050,2425,6158,4650
136250181,80523,13266,1885,14008,3363,11853,8993
136250181,80524,5790,1339,5802,1789,4218,3206
136250181,80521,3219,656,3731,1190,2663,2054
136250181,94753,4077,788,3474,1401,2945,2245
82361,137385400,5400,657,5659,1430,3708,2869
82361,94768,6717,920,8784,2274,5914,4547
82361,94734,3304,502,4589,1182,2299,1711
82361,136250181,3578,764,2963,1214,2382,1757
82361,137402229,18067,2854,17964,3919,16417,12370
82361,137139021,6014,1126,6350,1985,5353,4076
82361,27409245,3333,720,3332,780,3322,2524
82361,10547863,10503,1291,10039,2266,8171,6272
82361,80522,6276,1179,6804,2302,6044,4610
82361,94767,13417,1495,NULL,NULL,10794,8048
82361,41202178,8176,1232,9604,2344,6701,5173
82361,94732,4697,1150,7409,2063,4570,3512
82361,99083,3647,509,3916,1421,2689,2045
82361,82360,15561,2155,16246,4331,15429,11669
82361,80712,8585,1137,10515,3038,7558,5660
82361,80523,15132,1950,16631,3576,13253,10003
82361,80524,6916,1696,7868,2402,6205,4708
82361,80521,4475,639,6532,1569,3634,2774
82361,94753,5646,767,6481,2009,4113,3088
94734,137385400,7435,945,7088,1616,5788,4466
94734,94768,6039,903,5325,1747,4671,3634
94734,82361,2439,442,5150,1213,2299,1742
94734,136250181,1668,434,407,303,407,303
94734,137402229,20102,3142,19527,3964,17185,13012
94734,137139021,4753,770,4584,1323,3513,2721
94734,27409245,4102,967,4410,1118,4090,3166
94734,10547863,10469,1369,7291,1619,7152,5487
94734,80522,5015,823,5408,1536,4204,3255
94734,94767,9938,1344,NULL,NULL,8547,6463
94734,41202178,7555,1241,6148,1871,5458,4260
94734,94732,3768,963,5637,1511,3170,2461
94734,99083,4047,639,4132,1455,3305,2521
94734,82360,14829,2194,17654,3328,14594,11262
94734,80712,7508,1097,6858,2161,5886,4457
94734,80523,14056,1910,13772,3137,11581,8800
94734,80524,5984,1288,6096,1850,4552,3453
94734,80521,3797,622,3077,972,2391,1861
94734,94753,5180,812,2825,1132,2673,2052
94768,137385400,9537,1176,11826,2744,9459,7196
94768,94734,5018,690,5241,1534,4672,3649
94768,82361,5865,768,7069,2121,5864,4619
94768,136250181,4895,778,5415,1645,4944,3833
94768,137402229,33956,3550,24665,5248,21857,16643
94768,137139021,8329,937,7007,2088,6379,4780
94768,27409245,10438,1453,9548,2700,8762,6797
94768,10547863,5148,609,3621,1404,3040,2300
94768,80522,8151,959,7698,2622,6831,5136
94768,94767,11906,1265,NULL,NULL,10514,7865
94768,41202178,2516,480,993,798,993,798
94768,94732,10648,1406,8368,2290,7832,5939
94768,99083,4067,524,7626,2486,4438,3431
94768,82360,9508,1434,9977,2651,9982,7663
94768,80712,4489,707,5340,1748,3401,2612
94768,80523,9574,1355,10441,3023,8111,6202
94768,80524,10802,1458,8827,2629,8497,6441
94768,80521,2405,306,2620,941,2454,1905
94768,94753,2726,349,3915,1415,2847,2089
137385400,94768,NULL,NULL,12264,3023,9457,7081
137385400,94734,10023,1215,7956,2181,5788,4355
137385400,82361,7481,849,6214,2014,3708,2796
137385400,136250181,10883,1492,6444,1963,5962,4465
137385400,137402229,17972,2712,16602,3963,14750,11105
137385400,137139021,13187,2013,9244,2544,8790,6794
137385400,27409245,6626,1189,4655,1635,3791,2911
137385400,10547863,13235,1607,20344,3378,10565,7902
137385400,80522,13449,2066,10068,2757,9481,7328
137385400,94767,20136,2208,NULL,NULL,14294,10756
137385400,41202178,14581,1838,13084,3097,10304,7751
137385400,94732,11943,1980,8914,2853,8023,6190
137385400,99083,9813,1148,7295,2352,5250,3923
137385400,82360,19398,2474,19774,4923,16418,12326
137385400,80712,15304,1850,13808,3810,11021,8274
137385400,80523,20406,2507,21351,4596,16716,12617
137385400,80524,13774,2501,10847,3130,9658,7386
137385400,80521,11116,1308,10013,2319,7075,5397
137385400,94753,12448,1411,9747,2733,7576,5702
87338,13484856,25840,1627,25028,4166,NULL,NULL
87338,87348,10496,1069,9360,2381,9308,7073
87338,18699418,25291,1646,NULL,NULL,29038,21543
87338,13471383,15377,1016,16115,3754,14582,11072
87338,10759429,27152,1641,25346,4393,NULL,NULL
87338,84278,19800,1113,13769,1748,15167,11393
87338,46832162,6820,733,7853,3160,7309,5532
87338,18307231,22181,1391,20878,3901,21791,16346
87338,30023885,26255,1626,NULL,NULL,32221,23805
87338,10530408,14035,1066,14583,3162,12689,9592
87338,82064,6858,954,9187,2180,5971,4459
87338,84281,10827,1110,NULL,NULL,9635,7314
87338,13097697,27371,1659,25510,4510,NULL,NULL
87338,10522126,2554,668,675,490,675,490
87338,10644487,13778,1315,11108,2340,10520,7934
87338,30591261,48773,2149,49041,4617,50380,37364
87338,13253339,808,226,1851,1436,1851,1436
87338,82066,22505,1291,22281,3973,NULL,NULL
87338,10530407,26081,1552,25970,4838,NULL,NULL
10530407,13484856,368,242,1342,986,1342,986
10530407,87348,33549,2047,33786,5902,NULL,NULL
10530407,18699418,28073,1860,NULL,NULL,NULL,NULL
10530407,13471383,12213,1084,12670,3789,NULL,NULL
10530407,10759429,1114,231,780,563,780,563
10530407,84278,11196,795,12916,3500,NULL,NULL
10530407,46832162,29873,1711,32279,6791,NULL,NULL
10530407,18307231,11844,1182,9818,3667,NULL,NULL
10530407,30023885,35366,2162,NULL,NULL,NULL,NULL
10530407,10530408,13715,1280,15292,4168,NULL,NULL
10530407,82064,30029,1983,27302,5291,NULL,NULL
10530407,84281,33880,2088,NULL,NULL,NULL,NULL
10530407,13097697,442,146,459,333,459,333
10530407,10522126,26860,1787,26332,5062,NULL,NULL
10530407,10644487,36831,2292,35534,5861,NULL,NULL
10530407,30591261,38549,1915,40198,7128,NULL,NULL
10530407,13253339,25577,1491,26278,5067,NULL,NULL
10530407,82066,4643,444,4549,1451,NULL,NULL
10530407,87338,24783,1608,26076,4883,NULL,NULL
82066,13484856,5608,689,3607,769,NULL,NULL
82066,87348,28906,1599,30097,5019,NULL,NULL
82066,18699418,23430,1412,NULL,NULL,NULL,NULL
82066,13471383,7570,636,8981,2906,NULL,NULL
82066,10759429,6920,703,3925,996,NULL,NULL
82066,84278,6553,347,9227,2617,NULL,NULL
82066,46832162,25230,1263,28590,5908,NULL,NULL
82066,18307231,7201,734,6129,2784,NULL,NULL
82066,30023885,30723,1714,NULL,NULL,NULL,NULL
82066,10530408,9072,832,11603,3285,NULL,NULL
82066,82064,25386,1535,23613,4408,NULL,NULL
82066,84281,29237,1640,NULL,NULL,NULL,NULL
82066,13097697,7139,719,4089,1113,NULL,NULL
82066,10522126,22217,1343,22643,4179,NULL,NULL
82066,10644487,32188,1848,31845,4978,NULL,NULL
82066,30591261,33906,1471,36509,6245,NULL,NULL
82066,13253339,20934,1047,22589,4184,NULL,NULL
82066,10530407,5849,612,4549,1441,NULL,NULL
82066,87338,20140,1164,22387,4000,NULL,NULL
13253339,13484856,26518,1729,25223,4318,NULL,NULL
13253339,87348,11174,1171,10523,2638,10377,7873
13253339,18699418,24534,1441,NULL,NULL,29834,22048
13253339,13471383,16055,1118,22178,3515,14881,11119
13253339,10759429,27830,1743,25541,4545,NULL,NULL
13253339,84278,20478,1215,13964,1900,15983,11936
13253339,46832162,7498,835,8048,3312,8582,6476
13253339,18307231,22859,1493,21073,4053,22090,16393
13253339,30023885,25498,1421,NULL,NULL,33017,24310
13253339,10530408,14713,1168,20150,3251,12988,9639
13253339,82064,7536,1056,9382,2332,6344,4756
13253339,84281,11505,1212,NULL,NULL,10704,8114
13253339,13097697,28049,1763,25705,4662,NULL,NULL
13253339,10522126,1310,419,2099,1583,2099,1583
13253339,10644487,14456,1419,11303,2452,11495,8648
13253339,30591261,49451,2253,49236,4769,51196,37907
13253339,82066,23183,1395,22476,4125,NULL,NULL
13253339,10530407,26759,1656,26165,4990,NULL,NULL
13253339,87338,2450,620,1844,1404,1844,1404
30591261,13484856,37275,2027,39793,6016,NULL,NULL
